id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;367;98;103;120;119,0507756;135;160;6,576265247;6,73;119,5236603;-0,003956;0,055239163
2;Aceite de girasol;Río de la Plata;Envase 900 cc;349;89;109;139,9;137,3783367;160;166;11,10982938;18;136,1018027;0,009379;0,080870315
3;Aceite de girasol;Uruguay;Envase 900 cc;233;97;99;110;109,5998757;125;146;5,781591607;8;109,0842345;0,004727;0,052751808
4;Aceite de maíz;Delicia;Envase 900 cc;324;99;105;127,78;128,5242672;158;161;7,78825847;8;126,0879362;0,019322;0,060597571
5;Aceite de maíz;Río de la Plata;Envase 900 cc;366;102;130;145;147,0234171;177;186;8,541714952;6;147,9902304;-0,006533;0,058097649
7;Aceite de soja;Condesa;Envase 900 cc;243;79,9;84;89;89,6882729;102;109;4,037050528;3;87,52646683;0,024699;0,045012022
8;Aceite de soja;Río de la Plata;Envase 900 cc;357;76;80;89;90,55655204;104;113;6,014632178;3;90,8870796;-0,003637;0,06641852
9;Aceite de soja;Salad;Envase 900 cc;112;39,9;74;88;87,6999087;89;105;3,743974133;0;87,13167978;0,006521;0,042690742
10;Agua de mesa con gas;Matutina;Envase 2 lt.;297;38;39;48;47,59142081;53;54;2,303437756;4;47,38481943;0,00436;0,048400273
11;Agua de mesa con gas;Nativa;Envase 2 lt.;220;46,9;50;59;59,09199998;64;70;2,115953572;1;59,16262786;-0,001194;0,035807784
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;462;49;53;61;61,83708248;66;70;3,398139771;5;61,77149522;0,001062;0,054953106
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;217;225;249;295;312,7978148;383;421;31,75128416;64;312,6395238;0,000506;0,101507372
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;212;249;249;329;338,2614121;429;440;48,15444572;100;342,5093228;-0,012402;0,142358673
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;329;41,9;43;62;60,39557967;76;81;6,073461844;10;61,68811943;-0,020953;0,100561364
16;Arroz blanco;Green Chef;Bolsa 1 kg.;329;41;43;55;53,01692387;62;66;5,216737612;7;53,92826694;-0,016899;0,098397591
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;388;42,9;47;59;58,67999046;65;71;4,236658455;4;58,8659199;-0,003159;0,072199372
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;221;28;28;35;36,18535828;50;50;4,56872469;3;36,94810031;-0,020644;0,126258932
19;Arroz blanco;Pony;Bolsa 1 kg.;25;29;29;39;38,54166667;59;59;7,040473907;8;38,54166667;0;0,182671755
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;221;29;32;35;39,26674938;52,5;52,5;7,504877809;6;39,87556561;-0,015268;0,191125518
22;Arvejas en conserva;Cololó;Lata 380 grs.;306;24;24;38;37,88439528;47,65;47,65;3,792468313;4;37,65137864;0,006189;0,100106344
23;Arvejas en conserva;Nidemar;Lata 300 grs.;231;17;17;25;26,23892742;33;34;4,788808289;10;26,28507328;-0,001756;0,182507776
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;265;38;38;48;48,44606985;55;60;4,087831714;2;48,3496867;0,001993;0,084379016
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;328;39;39;48;48,36698767;57;59;2,094088108;1;48,28268059;0,001746;0,043295814
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;387;121;133;162;164,7829034;195;219;10,01021166;8;159,1256274;0,035552;0,060747878
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;390;120;138;191;189,2885678;218;250;14,95347193;14;189,5758536;-0,001515;0,078998283
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;135;109;109,9;132,5;132,5230255;152;173;8,554301151;6;125,9070994;0,052546;0,064549546
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;222;299;299;385;356,6873452;445,92;457;43,22372795;96;355,5582396;0,003176;0,121180997
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;213;221;225;289;309,4534984;351,92;359;34,02144788;70;308,7692812;0,002216;0,109940421
31;Cerveza;Patricia;Botella 960 ml.;352;106;106;140;135,1507913;151;169;10,51208874;5;132,7201813;0,018314;0,077780445
32;Cerveza;Pilsen;Botella 960 ml.;252;99;104,9;125;120,6729403;134;148;7,107159448;10;121,4618424;-0,006495;0,058896049
33;Cerveza;Zillertal;Botella 1 lt.;352;115;119;155;148,248529;171;177;11,71490716;5;147,2350049;0,006884;0,07902208
34;Champú;Fructis;Envase 350 ml.;475;185;199;285;285,2376656;329;348;25,66509655;22;291,0217717;-0,019875;0,089977936
35;Champú;Sedal;Envase 350 ml.;378;99;100;217;206,5921654;235;282;32,03460809;22,1;198,7258528;0,039584;0,155062067
36;Champú;Suave;Envase 930 ml.;351;105;138,94;199;198,0293333;229;252;21,37191064;38;187,6291948;0,055429;0,107922954
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;224;297;405,36;489;491,062182;548;564;27,74406044;21;483,7879092;0,015036;0,05649806
38;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;203;342;389;525;510,5142125;595;606;38,48953894;32;499,8087683;0,021419;0,075393668
39;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;187;270;270;346;336,9013369;365;379;19,74764483;27;336,9013369;0;0,058615513
40;Cocoa;Copacabana;Envase 500 grs.;211;105;110;161;159,6317923;191;204;14,15349156;8;160,3741821;-0,004629;0,088663363
41;Cocoa;Vascolet;Envase 500 grs.;246;100;103;159,9;150,8051595;194;202;27,13890386;38;148,3081696;0,016836;0,179960049
42;Desodorante en aerosol;Axe Musk;Envase 113 grs.;216;96;101;149,9;146,3240593;173;175;16,22401506;27;138,9646365;0,052959;0,110877289
43;Desodorante en aerosol;Dove Original;Envase 100 grs.;347;128;129;204;194,4163839;222;230;19,83939876;25;185,7827511;0,046472;0,10204592
44;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;336;100;115;174;163,3959838;191;232;19,86267383;14;157,8330475;0,035246;0,121561579
45;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;361;76;81;97;97,07949765;120;155;9,798039849;18;97,48901066;-0,004201;0,100928003
46;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;513;73;79;104;101,0347197;119,89;126;9,611011372;14;93,9542463;0,075361;0,095125828
47;Detergente para vajilla;Protergente limón;Envase 1 lt.;341;48;49;57;57,72662661;65;69;2,728968198;4;56,82011018;0,015954;0,047273994
48;Dulce de leche;Conaprole;Envase 1 kg.;363;159;162;204;204,5890452;232;250;12,98707207;9;202,7159412;0,00924;0,063478824
49;Dulce de leche;Los Nietitos;Envase 1 kg.;392;129;146;175;172,686063;189;215;10,92463504;3;159,8344754;0,080406;0,063262981
50;Dulce de leche;Manjar;Envase 1 kg.;388;128;133;156;154,6202151;183;225;8,469301144;6;153,8479522;0,00502;0,054774863
51;Dulce de membrillo;Los Nietitos;Envase 400 grs.;342;52;52;65;63,79058763;76;82;4,297354929;5;63,68956728;0,001586;0,067366599
52;Fideos secos al huevo;Adria;Paquete 500 grs.;322;55,9;61;70;70,4201981;82;85;3,878436094;5;69,37417824;0,015078;0,05507562
53;Fideos secos al huevo;Cololó;Paquete 500 grs.;311;46,9;49;59;59,32275882;70;74;4,846602146;6;59,49958913;-0,002972;0,081698866
54;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;368;42;43,899;57;57,11481377;69;71;4,845503734;4,9;56,70018089;0,007313;0,08483795
56;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;195;39;41;49,9;49,32842927;59;60;3,751860408;4;49,16731069;0,003277;0,076058785
58;Frankfurters cortos;Centenario;Paquete 8 us.;319;106;119;159;161,958439;248;299;22,28178046;14,1;161,4130213;0,003379;0,13757715
59;Frankfurters cortos;Ottonello;Paquete 8 us.;347;105;120;156;153,1254985;202;218;14,56817245;10;154,173901;-0,0068;0,095138776
60;Frankfurters cortos;Schneck;Paquete 8 us.;331;165;186;224;219,6158589;249;263;16,29213912;27;219,0795506;0,002448;0,074184711
61;Galletitas al agua;Famosa;Paquete 140 grs.;444;42;44,9;53;51,85521825;65;70;3,779541594;5;51,13366879;0,014111;0,072886427
62;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;224;38;39;44;42,26470588;44;46;2,079045899;4;42,27798544;-0,000314;0,049191065
63;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;489;100;108;115;117,5364043;127;132;6,090486195;13,99;117,5210111;0,000131;0,051817871
64;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;401;115;118;143;144,1374514;155;162;8,837220059;16;143,8033925;0,002323;0,061311061
66;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;379;98;98;119;123,9543028;149;149;11,78014005;17;129,071961;-0,03965;0,095036153
67;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;304;89;89;97;99,4384164;116;116;5,62577513;8;98,33311312;0,01124;0,05657547
68;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;240;30;31;36,5;37,53553944;45;72;4,416896691;5;37,47781657;0,00154;0,117672391
69;Hamburguesas carne vacun;Paty;Paquete2 unidades;106;45;45,7;51;54,23584906;79;79;7,149482923;9,1;54,13983084;0,001774;0,131822089
70;Hamburguesas carne vacun;Schneck;Paquete2 unidades;376;55;69;83;83,32113292;93;102;6,236114691;12;79,70155555;0,045414;0,074844334
71;Harina de maíz;Gourmet;Paquete 450 grs.;139;20;23,24;30;29,77509083;35;36;2,373562702;1;29,97630506;-0,006712;0,079716388
72;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;288;29;30;44,9;44,65096553;52;54,17;4,349749253;3;44,07292322;0,013116;0,09741669
73;Harina de maíz;Puritas;Paquete 450 grs.;279;27,9;31;42;40,55912342;47;53;3,04966423;4;40,49362485;0,001618;0,075190585
74;Harina trigo común 000;Cañuelas;Paquete 1 kg.;286;35;35;48;45,95966377;56;56;5,372649084;8;45,64485676;0,006897;0,116899225
75;Harina trigo común 000;Cololó;Paquete 1 kg.;149;26;29;44,9;44,99791667;52;53;7,252009297;8,9;44,971875;0,000579;0,161163223
76;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;358;41;44;52;52,78965897;68;73,9;5,070763872;9;51,21443031;0,030758;0,096056007
77;Harina trigo común 0000;Cololó;Paquete 1 kg.;286;39,9;41;57;54,34965634;63;66;5,902695175;7;54,45429823;-0,001922;0,108605934
78;Harina trigo común 0000;Primor;Paquete 1 kg.;148;39;39;54,9;52,48358674;60;61;4,801679785;5,25;52,13464198;0,006693;0,09148917
79;Helado familiar;Conaprole;Envase 1lt.;219;182,67;182,67;239;233,8438167;259;273;18,00722964;21,28;232,1972784;0,007091;0,07700537
80;Helado familiar;Crufi;Envase 1lt.;242;197,99;199;235;232,7299024;259;272;16,48974289;21;233,7446432;-0,004341;0,070853563
82;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;303;49;50;65;65,78398458;82;82;5,911713163;6,72;65,7578894;0,000397;0,089865538
83;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;375;47,9;49;58;58,61139489;68;69;4,309900894;8;58,8846818;-0,004641;0,073533498
84;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;345;32;34,9;45;50,05415919;71;74;9,299933136;10;52,91457231;-0,054057;0,18579741
85;Huevos colorados;El Jefe;Envase 1/2 docena;192;52;54;62;58,86664921;65;67;3,958820437;7;59,75184329;-0,014815;0,06725065
86;Huevos colorados;Prodhin;Envase 1/2 docena;203;56;56;63;61,43368301;69;75;3,060172021;3,1;61,92967919;-0,008009;0,049812609
87;Huevos colorados;Super huevo;Envase 1/2 docena;237;49;49,9;63;62,47661289;72;72;4,007038252;3;62,4680622;0,000137;0,064136612
88;Jabón de tocador;Astral plata;Unidad 125 grs.;579;29;29;63;60,05939837;69;75;8,776326152;9;60,07676616;-0,000289;0,14612744
89;Jabón de tocador;Palmolive;Unidad 125 grs.;446;29;29;51;49,05372687;59;63;6,808927468;2,1;49,32406287;-0,005481;0,138805508
90;Jabón de tocador;Rexona;Unidad 125 grs.;346;27,6;28;45;41,57510581;51;55;5,308867217;5,1;41,34159508;0,005648;0,127693414
91;Jabón en polvo máquina;Drive;Paquete 800 grs.;214;89;89;117;114,075302;133,77;139;10,73048025;14;112,5393945;0,013648;0,094064886
92;Jabón en polvo máquina;Nevex;Paquete 800 grs.;501;110,2;131;155;158,5959964;195;209;10,98873029;13;153,7641942;0,031423;0,069287564
93;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;189;129;129;162;168,620412;199;208;20,86426405;42;168,0852796;0,003184;0,123735103
94;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;289;35,9;41;65;59,33534332;70;78;10,36990235;22;58,04576515;0,022217;0,174767715
95;Jabón para ropa en barra;Nevex;Unidad 200 grs.;336;32;33,9;42;42,23537722;48;50;2,786691786;3;39,87070363;0,059309;0,065980038
97;Jamón cocido no artesanal;Cattivelli;1 kg.;28;416,9;416,9;563;560,6589596;670;795;50,33030558;60;571,0321429;-0,018166;0,089769912
98;Jamón cocido no artesanal;Ottonello;1 kg.;208;439;470;550;547,5960987;610;610;33,52543471;30;544,0969053;0,006431;0,061222925
99;Leonesa;La Constancia;1 kg.;107;264;264;264;292,2429907;400;430;51,02026138;0;286,0523364;0,021642;0,174581643
101;Leonesa;Schneck;1 kg.;228;460;489;546;555,7167636;610;640;37,54209191;80;556,2189539;-0,000903;0,067556162
102;Manteca;Calcar;Envase 200 grs.;86;53,5;53,5;59,9;62,05813953;69,9;83;3,948432953;4,1;62,07822775;-0,000324;0,063624739
103;Manteca;Conaprole sin sal;Envase 200 grs.;257;63;74;76;79,92620226;95;95;5,583439252;9;79,85480775;0,000894;0,069857432
104;Manteca;Kasdorf;Envase 200 grs.;280;62;63;76;76,41837249;89;94;6,16554497;7;76,5368783;-0,001548;0,080681448
105;Margarina;Doriana nueva;Envase 250 grs.;128;55,9;65;93;93,62275706;120;120;13,25195783;26;93,62578125;-3,20E-05;0,141546332
106;Margarina;Flor;Envase 200 grs.;53;37,5;37,5;43,9;44,88846154;49,5;49,5;1,737965188;2;44,66730769;0,004951;0,038717415
107;Margarina;Primor;Envase 250 grs.;56;45;45;63,5;63,28035714;71,5;71,5;5,640837513;2;62,8110119;0,007472;0,089140418
109;Mayonesa común;Hellmans;Envase 500 grs.;386;69;79;122,01;123,738401;168;180;21,32633444;27,9;125,1342905;-0,011155;0,17235017
110;Mayonesa común;Uruguay;Envase 500 grs.;224;59;59;85;82,55622181;99,9;103;11,71187635;25,1;81,95718386;0,007309;0,14186546
112;Mermelada de durazno;El Hogar;Envase 500 grs.;174;54;64;89;89,25292353;116,79;120;11,75912236;1;89,06417926;0,002119;0,131750557
113;Mermelada de durazno;Los Nietitos;Envase 500 grs.;391;79;85;99;100,7610238;119;119;5,387771297;7;99,31524911;0,014557;0,053470788
114;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;58;299;299;319;385,4074074;449;449;51,29661422;106;386,2714474;-0,002237;0,133097116
115;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;209;319;349;404;408,7994944;557;585;47,29456182;47;408,1441462;0,001606;0,115691341
116;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;214;239;260;299;328,7281539;386;403;38,48307917;84;328,3953408;0,001013;0,117066575
117;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;208;279;279;340,01;346,6455195;463;463;49,76006135;110;355,836124;-0,025828;0,143547395
118;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;281;60;69,9;75;76,97025651;101;103;5,057124337;6;77,15186958;-0,002354;0,065702319
119;Pan de molde lacteado;Bimbo;Paquete 330 grs.;133;73;76;95;100,4565933;126;133;10,72485366;14;99,07595913;0,013935;0,106761073
120;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;99;46;46;57;61,6159596;86;86;10,7677318;24;61,76262626;-0,002375;0,174755565
121;Pan flauta;Sin marca;Unidad aprox215 grs.;112;39;39;62;59,23707062;67;67;7,179881512;2;58,97294646;0,004479;0,121205884
