id.presentacion;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.
124;Cuidado personal;Papel higiénico hoja simple;Sin Fin;4 rollos de 50 mts.;419;92;99;126;128,748;160;160;12,77419827;12,5;130,575;-0,014;0,0992
125;Cuidado personal;Pasta dental;Colgate Herbal Blanqueador;90 grs.;593;54,9;58,68;73;75,157;101;106;9,672218103;12;75,54;-0,005;0,1287
126;Cuidado personal;Pasta dental;Kolynos Triple acción;90 grs.;572;30;33;40;39,913;49;65;3,340718769;2;42,777;-0,067;0,0837
127;Cuidado personal;Pasta dental;Pico Jenner Plus;90 grs.;109;28;30;55;54,767;69,9;75;7,716853079;5;54,767;0;0,1409
128;Alimentos y bebidas;Peceto vacuno;Sin Marca;1 kg.;213;289;359;429;424,652;509;539;38,24883403;43;419,761;0,012;0,0901
129;Alimentos y bebidas;Pescado fresco;bifes de merluz - sin marca;1 kg.;109;389;389;479;468,083;499;499;30,41236882;0;468,083;0;0,065
130;Alimentos y bebidas;Pollo entero fresco con menudos;Avícola del Oeste;1 kg.;201;129;139;175;177,919;225,3;229;15,73734327;19;177,514;0,002;0,0885
132;Alimentos y bebidas;Pollo entero fresco con menudos;Tres Arroyos;1 kg.;33;119;122;199;178,593;229;229;32,46712934;50;181,318;-0,015;0,1818
133;Alimentos y bebidas;Pulpa de tomate;Conaprole;Envase 1 lt.;585;80;86;100;100,571;110;122;3,998817063;3;100,169;0,004;0,0398
134;Alimentos y bebidas;Pulpa de tomate;De Ley;Envase 1,020 lt.;425;59;59,9;75;76,796;89;95;6,042325549;9;78,184;-0,018;0,0787
135;Alimentos y bebidas;Pulpa de tomate;Gourmet;Envase 1 lt.;458;69;75;98,26;98,517;125;129;9,956343891;16;99,137;-0,006;0,1011
136;Alimentos y bebidas;Queso rallado;Artesano;Paquete 80 grs.;187;115;115;130;135,378;159;159;12,46860568;20,15;135,625;-0,002;0,0921
137;Alimentos y bebidas;Queso rallado;Conaprole;Paquete 80 grs.;452;77;92;124;116,716;140;150;12,69012775;23;116,579;0,001;0,1087
138;Alimentos y bebidas;Queso rallado;Milky;Paquete 80 grs.;207;75;76;110;110,54;129;130;8,624896366;10;104,831;0,054;0,078
139;Alimentos y bebidas;Rueda Vacuna;Con Hueso - Sin Marca;1 kg;20;289;289;457;439,192;457;457;44,18282991;58;438,543;0,001;0,1006
140;Alimentos y bebidas;Sal fina yodada fluorada;Sek;Paquete 500 grs.;287;24;39,9;63;60,524;74;78;7,103318715;5,27;60,444;0,001;0,1174
141;Alimentos y bebidas;Sal fina yodada fluorada;Torrevieja;Paquete 500 grs.;93;39;39;57;55,456;75;75;7,409677192;8;53,739;0,032;0,1336
142;Alimentos y bebidas;Sal fina yodada fluorada;Urusal;Paquete 500 grs.;283;32;40;54;53,421;68;71;5,097040815;4;52,79;0,012;0,0954
143;Alimentos y bebidas;Té negro en saquitos;Hornimans;Caja 10 us.;457;36;37;48;47,314;60;61;4,339512006;5;47,085;0,005;0,0917
144;Alimentos y bebidas;Té negro en saquitos;La Virginia;Caja 10 us.;540;26;30;38;37,566;45;47;3,715794948;7;37,483;0,002;0,0989
145;Alimentos y bebidas;Té negro en saquitos;President;Caja 10 us.;381;39,9;58;72,7;72,19;89;89;6,015771637;8;69,511;0,039;0,0833
146;Alimentos y bebidas;Vino tinto común tetrabrick;Faisán;Envase 1 lt.;429;99;101;129;131,362;145;149;8,580368601;13;129,884;0,011;0,0653
147;Alimentos y bebidas;Vino tinto común tetrabrick;Santa Teresa Clásico;Envase 1 lt.;453;110;126;149;148,398;162,26;174;8,078742511;12,2;141,66;0,048;0,0544
148;Alimentos y bebidas;Vino tinto común tetrabrick;Tango;Envase 1 lt.;141;98;105;109;109,446;116;117;3,648228897;8;109,446;0;0,0333
149;Alimentos y bebidas;Yerba mate común;Baldo;Paquete1 kg.;625;170;185;193;193,795;249,14;249,14;8,587688162;2;193,759;0;0,0443
150;Alimentos y bebidas;Yerba mate común;Canarias;Paquete1 kg.;607;182;189;194;199,223;269;269;16,85667443;2;199,172;0;0,0846
151;Alimentos y bebidas;Yerba mate común;Del Cebador;Paquete1 kg.;427;124,5;146,9;184;182,411;222;225;13,61511313;11;178,781;0,02;0,0746
152;Alimentos y bebidas;Yogur;Calcar;Sachet 1 lt.;256;35;60,13;89;87,247;99;106;6,704522305;10;85,585;0,019;0,0768
153;Alimentos y bebidas;Yogur;Conaprole BIO TOP;Sachet1,200 lt.;402;75;79;89;92,094;105;107;7,215241216;3;92,618;-0,006;0,0783
154;Alimentos y bebidas;Yogur;Parmalat Bio Yogur;Sachet 1 lt.;155;53;54;94,9;92,585;103;108;10,76960562;8,1;92,585;0;0,1163
238;Frutas y verduras;Lechuga Crespa;NA;1 unidad;153;24;28;59;59,675;86,71;90;8,847027653;5;55,45;0,076;0,1483
239;Frutas y verduras;Lechuga Mantecosa;NA;1 unidad;138;27;29;59,9;58,304;80;90;9,038951387;11;48,809;0,195;0,155
244;Frutas y verduras;Papa Blanca;NA;1 kg.;175;39;45;104;103,139;119;119;16,03541273;9;102,884;0,002;0,1555
245;Frutas y verduras;Papa Rosada;NA;1 kg.;151;38;39;99;96,95;114;115;12,71142271;3,1;99,472;-0,025;0,1311
253;Frutas y verduras;Tomate Americano;NA;1 kg.;212;30;42;79;76,544;109;125;10,5269328;4;78,053;-0,019;0,1375
254;Frutas y verduras;Tomate Perita;NA;1 kg.;142;34;59;89;87,991;105;132;9,692891612;6;76,116;0,156;0,1102
255;Frutas y verduras;Banana Ecuador;NA;1 kg.;143;52;69;115;115,782;155;156;13,68818441;0,1;110,143;0,051;0,1182
