id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;310;54;62;75;77,82437363;98;114;7,262918113;9;73,1432459;0,063999;0,093324466
2;Aceite de girasol;Río de la Plata;Envase 900 cc;290;29,9;54;76;76,55635442;97,9;104,5;8,849700986;8,9;73,90469901;0,035879;0,11559721
3;Aceite de girasol;Uruguay;Envase 900 cc;146;48;54;65,5;65,95476844;83;89,4;6,323350754;6,1;60,92953786;0,082476;0,09587405
4;Aceite de maíz;Delicia;Envase 900 cc;309;53;63,9;83;82,71696561;99,5;113;6,26918799;3,985;80,65407628;0,025577;0,075790836
5;Aceite de maíz;Río de la Plata;Envase 900 cc;292;62;65;87;87,65145864;107,5;119;9,229893689;10,5;81,8360449;0,071062;0,105302226
6;Aceite de maíz;Salad;Envase 900 cc;8;52;52;72,295;70,17821918;84,19;84,19;11,12075089;19,68;69,9093913;0,003845;0,158464421
7;Aceite de soja;Condesa;Envase 900 cc;213;35;36,5;48;47,60730579;64;67;4,221468391;4;43,06465198;0,105485;0,088672701
8;Aceite de soja;Río de la Plata;Envase 900 cc;289;23,9;30,5;52;51,23102295;62;69;5,180595404;5;48,26106478;0,061539;0,101122232
9;Aceite de soja;Salad;Envase 900 cc;123;33;34,9;45;44,8509037;52;52;4,222468473;8,01;42,45115946;0,05653;0,094144557
10;Agua de mesa con gas;Matutina;Envase 2 lt.;107;20;24;32,5;36,12347826;50;50;7,231744169;12,5;35,36504925;0,021446;0,200195123
11;Agua de mesa con gas;Nativa;Envase 2 lt.;182;34;40;52;52,53381428;59;63;3,526538445;5;50,8438;0,033239;0,067128924
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;401;39;44;53;53,43544044;59;64;2,391394432;4;53,1525553;0,005322;0,044752966
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;207;159;170;245;237,1587215;300;345;22,38250161;29;233,5496038;0,015453;0,094377729
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;209;129;194,3;259;255,5233892;323;396;34,63220728;64;225,2127804;0,134587;0,135534392
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;278;19,9;28;47;44,64754731;57;60;5,884216673;6;43,71624433;0,021303;0,131792607
16;Arroz blanco;Green Chef;Bolsa 1 kg.;278;18,5;21;41;41,37637919;51;53;4,637711962;3;39,89017418;0,037257;0,112085979
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;268;28,9;32;45;43,50972312;52;55;4,209674288;2;43,50722815;5,70E-05;0,096752495
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;190;17,9;19;27;24,99000179;30;33;3,083403644;4,1;25,5122879;-0,020472;0,123385491
19;Arroz blanco;Pony;Bolsa 1 kg.;76;16,7;16,7;32;31,792;42;47;7,03110801;9,1;31,28691689;0,016144;0,221159663
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;214;15,5;18;26;27,97728677;37,5;39;5,46070184;9;27,58103392;0,014367;0,195183396
21;Arvejas en conserva;Campero;Lata 300 grs.;57;8,9;8,9;15,5;14,5705036;20;23;3,357636518;5;14,76281179;-0,013027;0,230440664
22;Arvejas en conserva;Cololó;Lata 380 grs.;306;14,5;18,9;34;32,88035777;41,5;41,5;4,074475031;2;31,99474545;0,02768;0,123918209
23;Arvejas en conserva;Nidemar;Lata 300 grs.;194;12;12;19,9;20,21151966;28,2;29,99;3,306551044;5;18,85511532;0,071938;0,163597349
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;179;30;30;36;36,36296268;46;50;3,257153407;3;36,41470317;-0,001421;0,089573378
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;244;20;20;35;34,54745674;45;49;3,861952178;0;34,30902257;0,00695;0,111786874
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;330;97;109;122;124,8339157;141;149;5,764688138;6;124,6164685;0,001745;0,046178862
