id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;308;54;62;73;72,82618473;86;89;3,522747013;1,5;72,44760246;0,005226;0,048371984
2;Aceite de girasol;Río de la Plata;Envase 900 cc;288;29,9;55,48;73;72,47471959;91,9;94,9;6,738434509;6;69,02499376;0,049978;0,092976345
3;Aceite de girasol;Uruguay;Envase 900 cc;228;48;50;56,5;55,85692007;69;72;5,936214998;10;55,72699491;0,002331;0,106275373
4;Aceite de maíz;Delicia;Envase 900 cc;307;53;63,9;81;79,97597626;93;95;4,429342715;2,06;79,38935582;0,007389;0,055383415
5;Aceite de maíz;Río de la Plata;Envase 900 cc;290;44,9;64;82;80,77034862;95,5;98,9;4,99337575;3;79,72489164;0,013113;0,061821892
6;Aceite de maíz;Salad;Envase 900 cc;84;35;35;35;36,75015286;72,29;72,3;7,665736649;0;37,77922365;-0,027239;0,208590606
7;Aceite de soja;Condesa;Envase 900 cc;211;35;36,5;42;41,87960653;51;56;2,69560893;3,5;42,08629774;-0,004911;0,06436567
8;Aceite de soja;Río de la Plata;Envase 900 cc;287;23,9;31,899;47;47,05215328;64,5;67,5;5,536143103;2,5;44,36853698;0,060485;0,117659718
9;Aceite de soja;Salad;Envase 900 cc;123;33;35;42;42,35342543;45;45;2,142879043;3;40,20875412;0,053338;0,050595177
10;Agua de mesa con gas;Matutina;Envase 2 lt.;104;20;24;32;34,33239164;48;48;5,806991088;9,5;32,5031562;0,056279;0,169140302
11;Agua de mesa con gas;Nativa;Envase 2 lt.;179;34;40;49;50,03913392;56;56;2,971390927;4,5;49,38820047;0,01318;0,059381342
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;376;39;44;49;50,6436707;56;56;2,565721595;4;50,11430498;0,010563;0,050662236
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;204;159;170;239;235,5413675;275;300;19,63767841;29;236,3076883;-0,003243;0,083372524
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;206;129;194,3;249;240,8386904;300;358;29,32909373;40;242,2909278;-0,005994;0,121778995
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;276;19,9;28;47;44,54752652;55;55;4,97305768;6;43,25362033;0,029914;0,111634878
16;Arroz blanco;Green Chef;Bolsa 1 kg.;276;18,5;21;40;39,93133623;47;49;3,927196197;4;39,1129971;0,020922;0,09834873
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;266;28,9;30;45;43,85219244;52;52;3,701235838;0;42,53460629;0,030977;0,084402527
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;188;17,9;19;27;25,42509509;29;33;2,527126183;3;22,71959774;0,119082;0,099394955
19;Arroz blanco;Pony;Bolsa 1 kg.;73;16,7;16,7;32;31,11160965;40,458;43;6,702175203;9;30,53297158;0,018951;0,215423608
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;214;15,5;18;31;28,2789899;35,5;35,5;4,67090578;6;28,09086059;0,006697;0,165172299
22;Arvejas en conserva;Cololó;Lata 380 grs.;303;14,5;21;33;33,01154573;40;40,95;3,789326025;2;31,28959229;0,055033;0,1147879
23;Arvejas en conserva;Nidemar;Lata 300 grs.;205;8,5;10;20;19,05211582;24,24;29,99;3,021288187;1;19,00493028;0,002483;0,158580192
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;169;30;30;34;35,66487643;46;50;3,540480388;3,01;36,24095785;-0,015896;0,099270788
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;242;20;20;35;34,33429291;45;49;3,862932482;0;34,63257617;-0,008613;0,112509452
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;327;97;108,48;122;124,5593303;140;149;5,426652826;6;123,7871009;0,006238;0,043566811
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;343;99;122;150,31;151,196531;166;170;10,12351476;18;150,6316497;0,00375;0,066955999
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;144;56;61;109;97,76787757;131;133;20,50791551;42;100,1413457;-0,023701;0,209761284
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;205;133;235;299;304,2651481;375;395;24,35089932;0;306,6030909;-0,007625;0,080031839
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;198;148;190;235;241,102722;290;312;20,7351309;34;238,5069325;0,010883;0,086001231
31;Cerveza;Patricia;Botella 960 ml.;399;87;92;117;124,5722659;147;147;14,13399751;30;124,508173;0,000515;0,113460227
32;Cerveza;Pilsen;Botella 960 ml.;399;70;89;103;103,9367882;111;113;3,930012241;5;103,1359865;0,007765;0,037811561
33;Cerveza;Zillertal;Botella 1 lt.;399;96;109;130;132,2224175;159;159;6,235130219;7;128,9605333;0,025294;0,047156377
34;Champú;Fructis;Envase 350 ml.;382;115,95;149;228;217,4562804;262;262;30,7814113;43;217,6750115;-0,001005;0,141552183
35;Champú;Sedal;Envase 350 ml.;353;143;151;187;185,1814844;223;223;17,09021064;14;185,7176917;-0,002887;0,092288982
36;Champú;Suave;Envase 930 ml.;199;130;134,9;135;147,4774679;179;182;14,68324206;24;143,0406388;0,031018;0,099562613
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;206;261;340;395;382,439887;425;445;24,68912727;46;364,4674633;0,049311;0,064556884
38;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;191;185;299;345,09;347,7598299;399;425;34,71625488;46;333,1107828;0,043977;0,099828249
39;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;181;210,2;249;270;291,0650082;319;319;26,28070366;50;290,7159992;0,001201;0,090291526
40;Cocoa;Copacabana;Envase 500 grs.;195;99;102;144;138,1949017;169;169;14,7537973;22,1;140,9197098;-0,019336;0,106760793
41;Cocoa;Vascolet;Envase 500 grs.;220;80;91;158;141,8994723;186;186;29,70912112;56;140,5169661;0,009839;0,209367383
42;Desodorante en aerosol;Axe Musk;Envase 113 grs.;387;83;98;119;124,1687248;154;164;11,48432907;11;123,5974359;0,004622;0,092489708
43;Desodorante en aerosol;Dove Original;Envase 100 grs.;429;113;129;166;167,4417988;189;198;9,518390045;7;163,5244064;0,023956;0,056845961
44;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;313;78;108;139;135,607601;150;157;9,289063901;4,75;134,724541;0,006555;0,068499581
45;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;330;49;59;87,5;81,92009233;109;123;15,73772967;33;82,2708504;-0,004263;0,192110741
46;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;401;51;72;82;82,85542213;95;99;4,218038311;4,04;82,75995657;0,001154;0,050908416
47;Detergente para vajilla;Protergente limón;Envase 1 lt.;363;22,9;26;47;46,15932017;55;61;4,176491507;4;43,88939156;0,051719;0,090479918
48;Dulce de leche;Conaprole;Envase 1 kg.;310;131;154,9;164;167,3422703;189;191,94;6,492809408;7;167,5111125;-0,001008;0,038799578
49;Dulce de leche;Los Nietitos;Envase 1 kg.;310;71;108;142;138,7484266;168;168;13,49547256;21;138,1392321;0,00441;0,09726577
50;Dulce de leche;Manjar;Envase 1 kg.;225;74,9;108;125;128,4755756;146,5;146,5;8,234719056;11;127,5383341;0,007349;0,0640956
51;Dulce de membrillo;Los Nietitos;Envase 400 grs.;327;42;43;55;53,83642337;65;65;4,608130908;5;53,16339691;0,01266;0,085595042
52;Fideos secos al huevo;Adria;Paquete 500 grs.;4;47;47;54;53,27941176;58;58;3,999423795;3,5;53,21875;0,00114;0,075065089
53;Fideos secos al huevo;Cololó;Paquete 500 grs.;293;24;24;54,5;52,76724212;62;62;6,700272411;1;51,93537115;0,016017;0,126977878
54;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;317;21,9;33;49;47,87761514;56;66;4,335198072;3;47,56326114;0,006609;0,090547494
55;Fideos secos semolados;Adria;Paquete 500 grs.;2;40;40;55;47,96875;55;55;7,60511023;15;46,84210526;0,024052;0,158543015
56;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;116;17,5;18;39;37,85968265;45;45;5,906117128;5,5;37,55223022;0,008187;0,156000175
57;Fideos secos semolados;Puritas;Paquete 500 grs.;3;20;20;25;23,88955224;26,9;26,9;3,025203941;6,9;23,96666667;-0,003218;0,126632928
58;Frankfurters cortos;Centenario;Paquete 8 us.;258;59;67;143;140,8483138;170,893;195;15,84622001;2;135,685856;0,038047;0,112505571
59;Frankfurters cortos;Ottonello;Paquete 8 us.;274;82;86;139,9;138,2565744;153;158;10,53971697;11;134,2711499;0,029682;0,076233026
60;Frankfurters cortos;Schneck;Paquete 8 us.;282;118;135;178;176,296346;199;214;13,0958256;15,1;170,8405088;0,031935;0,074283023
61;Galletitas al agua;Famosa;Paquete 140 grs.;377;29;30;43;42,85052715;49;49;3,445656209;7;42,57704064;0,006423;0,080411058
62;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;236;20;28,9;43;41,68560868;44,5;51;3,24357409;4;41,48099243;0,004933;0,077810405
63;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;400;72;79;98;98,87991396;113;113,01;7,548202314;14;98,67653229;0,002061;0,076337064
64;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;316;85;91;115;116,2752842;127;131;9,569696696;15;111,763512;0,040369;0,082302071
65;Gaseosa tipo cola (env. no ret.);Nix;Botella 1,5 lt.;28;28;28;37;36,79238411;47;47;5,595307938;9;36,80487515;-0,000339;0,152077884
66;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;303;86;88,14;98;99,18239695;113;113,01;4,548690211;3;97,66092932;0,015579;0,04586187
67;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;304;73;76;85;85,9076405;98;98;3,391408396;1;85,0805003;0,009722;0,039477378
68;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;153;12,5;23;30,5;30,31109653;37;38;2,629676528;3;28,86865051;0,049966;0,086756232
69;Hamburguesas carne vacun;Paty;Paquete2 unidades;143;36;43,9;52;52,58978183;70;81;6,336331793;8,5;52,83419065;-0,004626;0,120485987
70;Hamburguesas carne vacun;Schneck;Paquete2 unidades;292;48;54,9;72;69,06251801;78;83,5;4,868766974;4;67,65252453;0,020842;0,070497965
71;Harina de maíz;Gourmet;Paquete 450 grs.;159;15,7;15,9;21;23,19844728;35;35;6,074311483;12;22,85405593;0,015069;0,261841295
