id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;309;62;67;82;83,50753224;99;114;6,490940927;6;78,02111872;0,07032;0,077728808
2;Aceite de girasol;Río de la Plata;Envase 900 cc;289;54;57;76;82,7019684;114,5;114,9;13,23844773;15;76,76111479;0,077394;0,160074155
3;Aceite de girasol;Uruguay;Envase 900 cc;145;49;54;68;67,5506833;86;89;6,759670221;11,1;66,05298123;0,022674;0,100068125
4;Aceite de maíz;Delicia;Envase 900 cc;306;63,9;67;83;84,00778054;105;126;6,043964568;3;82,97201817;0,012483;0,071945295
5;Aceite de maíz;Río de la Plata;Envase 900 cc;292;62;64;96;98,35780802;119;123;11,0159681;9;87,54716837;0,123484;0,111998918
6;Aceite de maíz;Salad;Envase 900 cc;8;52;52;84,19;78,53358333;84,19;84,19;12,33217963;1,82;71,73148185;0,094827;0,15703065
7;Aceite de soja;Condesa;Envase 900 cc;212;35;36,5;48;49,36904545;64;67;4,22943423;2;47,56995352;0,03782;0,085669759
8;Aceite de soja;Río de la Plata;Envase 900 cc;285;36;37;52;52,28828594;69;69;4,522114287;2;51,53039997;0,014708;0,086484271
9;Aceite de soja;Salad;Envase 900 cc;122;34;35,56;50;47,55134426;50,01;51;3,603020531;4;44,97890446;0,057192;0,07577116
10;Agua de mesa con gas;Matutina;Envase 2 lt.;52;34;34;44;42,54995421;50;50;3,612785839;3;42,71992866;-0,003979;0,084906927
11;Agua de mesa con gas;Nativa;Envase 2 lt.;182;40;40;54;53,63112339;59;63;3,070542885;4,9;52,65164664;0,018603;0,057253003
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;402;46,9;52;53;53,5070068;59;62;1,811588972;4;53,55710418;-0,000935;0,033857042
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;126;230;235;245;250,7328042;307;310;12,38040885;5;244,9261757;0,023708;0,049376901
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;202;235;245;278;273,4871667;340;396;25,24869123;41;266,1527403;0,027557;0,092321302
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;271;32;34;48;48,29558998;57;60;4,529704436;5;45,02614626;0,072612;0,093791264
16;Arroz blanco;Green Chef;Bolsa 1 kg.;270;30;34;45,5;45,0597091;51;51;3,888345715;7;41,84661956;0,076783;0,086293183
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;303;35;35;50;48,21422556;58;67;4,200905912;3;43,78491776;0,101161;0,087130009
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;187;22;22;29;27,98146673;32;33;2,421030301;3;26,09976811;0,072096;0,086522637
19;Arroz blanco;Pony;Bolsa 1 kg.;64;22;22;36;34,71145833;47;47;5,391264312;7;34,11320565;0,017537;0,15531656
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;212;21;21;33;32,09985609;39,9;41,5;4,8586568;9;28,72022027;0,117674;0,151360703
22;Arvejas en conserva;Cololó;Lata 380 grs.;299;23,9;24;37;36,64835628;41,5;41,5;3,978291354;3;33,14154271;0,105813;0,108553064
23;Arvejas en conserva;Nidemar;Lata 300 grs.;108;21;21;24;24,43242056;29,99;29,99;1,610146777;0,68;24,07454165;0,014865;0,065902057
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;166;34;34;38;38,00491107;50;54;3,42726288;4;36,9077231;0,029728;0,090179474
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;294;34;35;38;37,32567288;45;58;2,82314208;4;35,61282889;0,048096;0,075635397
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;327;97;112;132;133,0274861;162,5;164,9;11,63312898;20;125,0100784;0,064134;0,087449063
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;429;99;139;159;157,4753319;186,9;192;10,60951431;10,1;151,0149007;0,04278;0,067372548
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;130;89;89,9;119;116,6815828;135;167;9,185325773;15,5;115,6571098;0,008858;0,078721299
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;205;245;269;320;323,4578862;371;419;25,4853344;46;309,750035;0,044255;0,078790271
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;192;225;225;262;253,1299825;299;304;25,23649705;54;248,7441026;0,017632;0,099697779
31;Cerveza;Patricia;Botella 960 ml.;406;89;94;120;126,432902;151;151;14,65420167;18;124,7018667;0,013881;0,11590497
