id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;368;85;89,9;112;110,9154026;129;160;6,546706162;6,1;107,6410894;0,030419;0,05902432
2;Aceite de girasol;Río de la Plata;Envase 900 cc;349;72;87;124;126,6986483;164,5;164,5;17,86327663;20;113,9741385;0,111644;0,14099027
3;Aceite de girasol;Uruguay;Envase 900 cc;242;79;79;105;105,0769892;123;144;7,77331287;5,6;101,7790653;0,032403;0,073977309
4;Aceite de maíz;Delicia;Envase 900 cc;324;75;85,9;115;114,7807218;135;144;8,834634512;9,1;111,8554322;0,026152;0,076969672
5;Aceite de maíz;Río de la Plata;Envase 900 cc;361;75;86;129;129,0657784;149;159;10,00971139;4;128,2816468;0,006113;0,077555116
7;Aceite de soja;Condesa;Envase 900 cc;247;56;64;76;76,3946836;92;105;5,26287536;5,5;74,86802688;0,020391;0,068890597
8;Aceite de soja;Río de la Plata;Envase 900 cc;363;49;49;79;78,20830702;98;109;9,380525972;10;72,54277007;0,078099;0,119942834
9;Aceite de soja;Salad;Envase 900 cc;95;41;41;72;72,25184713;76;76;5,345170581;3;67,22163343;0,07483;0,073979708
10;Agua de mesa con gas;Matutina;Envase 2 lt.;298;37;42;47;47,08058304;53;53;2,115507227;3;46,79348263;0,006135;0,044933752
11;Agua de mesa con gas;Nativa;Envase 2 lt.;207;48,8;50;58;58,70826169;67;73;2,156808982;2;58,39639077;0,005341;0,036737742
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;449;49,9;54;60;61,44503428;65;68;2,518113059;5;61,20659377;0,003896;0,040981555
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;221;205;215;264;289,0796553;349;421;45,92677413;95;255,8152199;0,130033;0,158872384
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;215;239;259;329;330,7908098;390;419;43,0283616;80;293,1753368;0,128304;0,130077258
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;327;39;42,9;59;58,94646364;66;67;5,167713925;8,1;58,26000035;0,011783;0,087667921
16;Arroz blanco;Green Chef;Bolsa 1 kg.;327;38,9;42;54;52,97030735;61;63;3,442990184;3;52,85900707;0,002106;0,064998494
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;385;35;40;58;56,0559802;62;63;4,100881842;3;55,1745317;0,015976;0,073156902
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;224;25;25;35;34,44187062;48;48;4,281604526;2,91;34,18773277;0,007434;0,124313937
19;Arroz blanco;Pony;Bolsa 1 kg.;35;22;22;36;35,77502304;52;52;9,018724208;11;35,68285714;0,002583;0,252095553
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;222;22;29;41;41,63427713;52,5;52,5;6,826415083;9;40,77169481;0,021156;0,163961417
22;Arvejas en conserva;Cololó;Lata 380 grs.;302;24;24;34;34,11617843;43,05;43,05;3,87211142;7;34,44588736;-0,009572;0,113497807
23;Arvejas en conserva;Nidemar;Lata 300 grs.;260;17;17;20;22,39048439;30;31;4,378824544;9;22,39407664;-0,00016;0,195566316
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;270;37;38;46;43,97988632;54;58;3,945259379;6;41,70412058;0,054569;0,089705993
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;337;36;38,988;46;45,47523745;49,36;55;2,063850324;1,1;42,58202562;0,067944;0,045384047
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;297;114;116;141;140,6510036;156;169;8,577643911;13;137,446009;0,023318;0,060985302
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;388;134;149;166;165,447103;185;197;8,886606381;16;159,0079356;0,040496;0,053712674
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;128;99;108;120,9;124,0624083;147;150;6,772714009;10,1;124,0487354;0,00011;0,054591186
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;225;279;296;344,99;336,3261538;418;439;31,60839142;60;338,1690456;-0,00545;0,093981366
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;214;219;219;269;281,1054616;349;349;57,38897733;130;238,1648979;0,180298;0,204154615
31;Cerveza;Patricia;Botella 960 ml.;381;99;99;135;131,3193802;145;146;12,74786538;19;129,8052041;0,011665;0,097075278
32;Cerveza;Pilsen;Botella 960 ml.;248;98;103;120;118,3603598;129;132;4,706331396;5;118,1207281;0,002029;0,039762733
33;Cerveza;Zillertal;Botella 1 lt.;352;102;115;150;144,126427;160;167;10,85463495;10;138,4097604;0,041302;0,075313287
34;Champú;Fructis;Envase 350 ml.;461;161;165;269;268,1536717;324,39;324,39;26,08377932;19;261,9163088;0,023814;0,097271759
35;Champú;Sedal;Envase 350 ml.;451;149;179;201;202,2014341;218,38;222;7,470670678;7;199,1281607;0,015434;0,036946675
36;Champú;Suave;Envase 930 ml.;145;134;147;166;168,3004704;205;205;11,86966796;17,1;168,6137566;-0,001858;0,070526648
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;226;369;392;470;466,550018;515;538;30,81256738;46;460,5424379;0,013045;0,066043438
