id.presentacion;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.
287;Frutas y verduras;Naranja Valencia;NA;1 kg.;103;29;40;54;56,059;87;87;7,255187303;2;57,02;-0,017;0,1294
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;392;69,9;82;147;149,471;179;180;15,90831984;8;148,105;0,009;0,1064
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;570;104;105;140;138,139;174,94;174,94;10,32162272;13,1;140,929;-0,020;0,0747
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;395;50;59,9;73;74,157;90;90;7,072375086;10,9;71,741;0,034;0,0954
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;602;68;68;84;85,306;109;114;8,213952381;10;85,111;0,002;0,0963
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;594;63;65;75;78,773;101;101;8,264894728;13;77,75;0,013;0,1049
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;440;39;52,9;76;73,824;85;88;7,665091522;13;73,936;-0,002;0,1038
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;136;121;125;169;155,86;178,53;178,53;16,07567615;27;155,86;0,000;0,1031
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;608;139,3;159;189;190,145;229,57;238;17,93135826;25,9;193,746;-0,019;0,0943
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;570;77;111,065;151;151,347;175,51;183;12,14813754;13;150,812;0,004;0,0803
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;440;35,9;43;87;78,832;99;110;16,29239629;11;79,312;-0,006;0,2067
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;324;35;42,5;58;59,279;70;75;4,5532006;3;58,341;0,016;0,0768
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;485;19,9;32,9;36;37,272;49;49;3,702911832;4;37,432;-0,004;0,0993
