id.presentacion;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.
340;Cuidado personal;Perfume;Délice;50 ml.;287;529;539;597;625,189;733,0;733,0;56,72404658;31,33;625,183;0;0,0907
341;Cuidado personal;Perfume;Casapueblo;100 ml.;62;442;442;629;619,055;799,0;799,0;132,2050042;202,19;619,055;0;0,2136
352;Cuidado personal;Protector solar SPF 20;Dermaglós;250 ml.;232;849;849;1311;1275,953;1383,0;1383,0;116,337661;0;1288,665;-0,0099;0,0912
354;Cuidado personal;Protector solar SPF 30;Hawaiian Tropic;180 ml.;258;893;951,3;1055;1080,877;1296,0;1361,0;61,59157425;52;1080,529;0,0003;0,057
353;Cuidado personal;Protector solar SPF 40;Dermaglós;250 ml.;222;951;951;1500;1474,292;1584,0;1584,0;130,2868924;0;1489,181;-0,01;0,0884
355;Cuidado personal;Protector solar SPF 50;Eucerin;150 ml;38;1486;1486;2580;2077,053;2580,0;2580,0;490,9917558;1001;2326,211;-0,1071;0,2364
356;Cuidado personal;Protector solar SPF 60;Soundown;120 ml.;487;559;590;804;791,106;1025,4;1025,4;71,80634685;35;796,442;-0,0067;0,0908
357;Cuidado personal;Protector solar SPF 80;Hawaiian Tropic;240 ml.;390;920;942;1055;1070,378;1323,0;1323,0;55,39206197;75;1068,257;0,002;0,0518
310;Cuidado personal;Repelente aerosol;Off!;170 cm3;614;269,9;299;349;359,421;428,3;542,0;38,40951856;84;367,864;-0,023;0,1069
314;Cuidado personal;Repelente aerosol;Júpiter;165 cm3;457;73;73;145;141,341;173,0;189,0;29,21504577;48;145,829;-0,0308;0,2067
315;Cuidado personal;Repelente aerosol;Off! LD;170 cm3;606;328,9;389;455;468,254;545,0;559,0;50,2687047;98;479,88;-0,0242;0,1074
308;Cuidado personal;Repelente crema;Off!;200 grs.;409;335;374;473;488,954;580,0;583,0;44,54494452;56;487,226;0,0035;0,0911
312;Cuidado personal;Repelente crema;Off!;90 grs.;447;256,9;289;368;377,374;467,0;494,0;32,08548686;31;374,9;0,0066;0,085
313;Cuidado personal;Repelente crema;Júpiter;80 grs.;271;96;96;200;167,285;200,0;200,0;40,77495725;68;167,178;0,0006;0,2437
309;Cuidado personal;Repelente spray;Off!;177 cm3;405;379,9;449;554;558,672;740,0;740,0;61,17404883;19;558,897;-0,0004;0,1095
335;Cuidado personal;Talco;Xanapie;180 grs.;282;80;80;108;106,177;140,0;140,0;10,15900395;3;107,294;-0,0104;0,0957
336;Cuidado personal;Talco;Xanapie;175 ml.;217;115;126,9;207;196,039;229,0;229,0;23,47294627;28;196,202;-0,0008;0,1197
337;Cuidado personal;Talco;J&J;200 grs.;587;233,4;285;418;400,871;479,3;490,0;41,61754284;49;396,803;0,0103;0,1038
342;Cuidado personal;Tinta;Excellence;1 unidad;379;529;539,79;727;731,177;848,0;890,0;43,02006002;33;712,373;0,0264;0,0588
343;Cuidado personal;Tinta;Issue;1 unidad;302;115;125;201;194,18;216,0;216,0;16,6271006;10;191,213;0,0155;0,0856
344;Cuidado personal;Tinta;Garnier;1 unidad;598;209,3;219;317;300,172;379,0;429,0;46,72969012;67;309,406;-0,0298;0,1557
332;Cuidado personal;Toallitas femeninas;Ladysoft;16 unidades;586;109,9;114,998;142;149,192;204,0;207,0;19,63088984;19;146,506;0,0183;0,1316
333;Cuidado personal;Toallitas femeninas;Siempre Libre;8 unidades;397;96,9;99;137;138,17;163,8;166,0;14,87040345;16;136,08;0,0154;0,1076
