id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;420;79;80;117;111,5649551;135;143;13,17454307;21;112,8145658;-0,011077;0,118088544
2;Aceite de girasol;Río de la Plata;Envase 900 cc;387;79;84;119;119,9397793;149,9;153;16,88952931;20;126,1330821;-0,049101;0,140816745
359;Aceite de girasol;Tata;Envase 900 cc;86;75;75;99;89,21905476;99;107;11,14078544;24;99;-0,098797;0,124870023
361;Aceite de girasol;Precio Líder;Envase 900 cc;83;75;75;99;98,02681695;99;99;4,54026181;0;97,96787149;0,000602;0,046316528
365;Aceite de girasol;Tienda Inglesa;Envase 900 cc;15;99;99;121;121;133;133;7,73705816;4;111,1644444;0,088478;0,063942629
3;Aceite de girasol;Uruguay;Envase 900 cc;205;73;75;89;88,10698924;119;123;11,25106834;20;89,6481594;-0,017191;0,127697796
4;Aceite de maíz;Delicia;Envase 900 cc;368;88;88;129;122,6974149;167;179;16,89282256;26,76;122,8370777;-0,001137;0,137678716
5;Aceite de maíz;Río de la Plata;Envase 900 cc;309;99;128;145;145,174204;171;175;8,670796059;10;145,151545;0,000156;0,059726837
7;Aceite de soja;Condesa;Envase 900 cc;357;49;49,5;75;70,07236711;93;99;9,558589377;16;71,26922681;-0,016793;0,136410254
8;Aceite de soja;Río de la Plata;Envase 900 cc;393;49,5;49,5;69;69,01351512;99;105;13,17740177;24;70,10719079;-0,0156;0,190939438
9;Aceite de soja;Salad;Envase 900 cc;93;55;55;59;59,69000347;86,28;86,28;8,276818597;4;66,4424751;-0,101629;0,138663396
318;Afeitadora;Gillette;2 unidades;426;303;339;558;528,8408431;587;614;56,94164349;76;532,8761986;-0,007573;0,107672553
319;Afeitadora;Xtreme3;1 unidad;365;69;70;120;119,6298343;160;160;23,70822445;17;115,8752118;0,032402;0,198179865
10;Agua de mesa con gas;Matutina;Envase 2,5 lt.;413;44;50;54;54,49789725;62;63;2,273356792;1;53,73382013;0,01422;0,041714578
11;Agua de mesa con gas;Nativa;Envase 2,5 lt.;345;48;54;69;68,49885596;76;80;2,544284889;1;68,03700214;0,006788;0,037143465
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;516;50;56,9;69;70,12445073;75;97;3,526007793;5;70,2045614;-0,001141;0,050282145
366;Agua de mesa sin gas;Salus;Envase 2,25lt.;497;51;60;69;70,19709706;74;97;3,106652014;5;70,37583721;-0,00254;0,044256132
367;Agua de mesa sin gas;Matutina;Envase 2,5lt.;354;47;50;54;54,35559427;62;63;1,86970249;0;54,3252632;0,000558;0,034397609
368;Agua de mesa sin gas;Vitale;Envase 2,5lt.;335;46;48;59;60,80290026;65;80;3,762246205;6;58,78549967;0,034318;0,061876098
370;Agua mineral sin gas;Nativa;Envase 6lt.;336;98,3;99;125;122,8329129;130;135;4,825272074;5;122,0801186;0,006166;0,039283218
369;Agua mineral sin gas;Salus;Envase 6,25lt.;489;105;112;129;130,0924864;138;147;6,916780309;9;131,6474705;-0,011812;0,053168177
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;149;229;229;252;262,1315741;355;359;27,04797064;24;266,8254385;-0,017592;0,103184711
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;140;229;229;289;280,7814142;379;390;38,14896641;53;274,6079877;0,022481;0,135867135
347;Alcohol en gel;Bioset;250 ml.;94;93;93;142;136,3141304;159;159;12,74376461;13;136,3141304;0;0,093488214
346;Alcohol rectificado;Droguería Paysandú;250 ml.;15;77;77;80;81,86666667;92;92;4,149608762;4;81,86666667;0;0,050687403
348;Algodón;Zig Zag Cisne;100 gramos;544;92;97;115;129,2437525;171;171;29,09658741;69;129,2790866;-0,000273;0,225129547
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;359;49;50;69;67,00824072;83;83;7,222609884;7;67,40028123;-0,005817;0,10778689
16;Arroz blanco;Green Chef;Bolsa 1 kg.;351;49,9;52;56;58,44136242;81;81;7,098195069;2;59,52422934;-0,018192;0,121458412
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;414;48;51;67;65,0037168;72;76;5,742316226;7;66,64076799;-0,024565;0,088338275
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;247;29;29;39;38,44117725;63;66;7,823186366;12;40,45500514;-0,049779;0,203510582
19;Arroz blanco;Pony;Bolsa 1 kg.;40;31;31;39;40,825;59;59;6,371666708;1;40,825;0;0,156072669
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;170;29;33;42;40,8512334;52;55;3,702952071;6;40,83529412;0,00039;0,090644805
22;Arvejas en conserva;Cololó;Lata 380 grs.;326;29;34;44;46,66912521;58;60;6,405690148;13;46,12567476;0,011782;0,137257558
23;Arvejas en conserva;Nidemar;Lata 300 grs.;139;19;19;37;34,0018473;38;38;5,348068497;6;31,8940463;0,066088;0,157287586
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;353;45;47;59,9;57,91253286;65;69;4,215364225;5;57,87047483;0,000727;0,072788462
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;357;48;51;60;59,41704407;63;69;2,319739777;1,01;59,49484507;-0,001308;0,039041656
257;Banana Brasil;;1 kg.;186;48;59;78;76,28789455;83;99;4,063167682;4;76,00231596;0,003757;0,053260975
