id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;418;89;89;120;119,2192804;148;156;16,49101142;29,1;129,7468677;-0,081139;0,138325037
2;Aceite de girasol;Río de la Plata;Envase 900 cc;384;99;99;153;150,0367633;167;175;16,17485034;16;150,4767166;-0,002924;0,107805914
3;Aceite de girasol;Uruguay;Envase 900 cc;276;79;79;90;96,61803596;134;145;12,25781244;14,5;112,7014249;-0,142708;0,126868781
4;Aceite de maíz;Delicia;Envase 900 cc;367;94;95;140;139,2247514;164;168;15,12776364;19;144,6836963;-0,03773;0,108657142
5;Aceite de maíz;Río de la Plata;Envase 900 cc;387;70;125;152,9;151,1078876;167;178;9,682419339;14;151,1370363;-0,000193;0,064076201
7;Aceite de soja;Condesa;Envase 900 cc;356;62;67;79;77,55362996;99,08;108;7,091742632;7;78,61740823;-0,013531;0,091443078
8;Aceite de soja;Río de la Plata;Envase 900 cc;393;65;65;89;92,57730546;130;130;17,9772677;34;93,08782672;-0,005484;0,194186552
9;Aceite de soja;Salad;Envase 900 cc;100;69;70,08;72;72,82126007;97,8;105;3,793249572;0;72,98937729;-0,002303;0,052089865
10;Agua de mesa con gas;Matutina;Envase 2 lt.;176;47;47;52;51,43860292;63;66;2,909259947;2;51,0264924;0,008076;0,056557911
11;Agua de mesa con gas;Nativa;Envase 2 lt.;256;55,9;56;65,9;65,52481557;71;84;2,77746182;3;63,89802657;0,025459;0,042387938
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;506;57;59;69;68,98347172;73;77;2,387999901;3;67,12619465;0,027668;0,034616986
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;144;229;249;269;277,0127356;355;362;26,09200616;28;265,2204164;0,044462;0,094190638
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;135;245;249;259;287,7980434;416;416;48,29195319;30;291,2562712;-0,011873;0,167798059
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;354;45;49;64,9;62,87379981;73;73;7,332998418;14;62,91457402;-0,000648;0,116630432
16;Arroz blanco;Green Chef;Bolsa 1 kg.;357;45;45;56;58,16143728;72;72;5,809687359;6;56,90185517;0,022136;0,099888992
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;413;46,9;48;64;62,61961318;68;73;4,283463049;5;62,01105209;0,009814;0,068404496
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;246;30;31;39;39,15093229;60;63;5,426874203;3;38,58743154;0,014603;0,138614176
19;Arroz blanco;Pony;Bolsa 1 kg.;40;31;31;39;40,825;59;59;6,464536479;1;40,825;0;0,158347495
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;169;33;33;39;38,7968254;48;50;3,518729652;7;38,58490566;0,005492;0,090696329
22;Arvejas en conserva;Cololó;Lata 380 grs.;326;29;35;45;45,76087607;58;60;5,683394003;9;45,24912064;0,01131;0,124197666
23;Arvejas en conserva;Nidemar;Lata 300 grs.;146;19;19;28;27,82447504;37;37;4,030169222;4;26,73915893;0,040589;0,144842597
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;289;45;47;54;53,93291962;61;66;2,637734551;4;54,00304278;-0,001299;0,048907691
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;352;48;49;55;54,8731401;58;65;1,705714174;0,1;54,47386912;0,00733;0,031084683
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;306;209;210;248;251,1695439;302;317;12,91546948;10;253,0262646;-0,007338;0,05142132
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;417;215;235;289;287,3209058;330;350;18,35481198;12;268,0307057;0,07197;0,063882619
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;153;147;165;205;204,7099733;215;253;10,47010336;16;202,6381154;0,010224;0,051146034
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;146;309;329;399;390,8730583;479;485;26,15302656;12;387,9950849;0,007418;0,066909259
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;142;225;230;285;297,1146336;379;389;26,75700842;19;293,1163793;0,013641;0,090056178
31;Cerveza;Patricia;Botella 960 ml.;413;120;122;151;150,5600026;169;173;10,72885388;10;147,5577721;0,020346;0,071259655
32;Cerveza;Pilsen;Botella 960 ml.;275;119;119;136;134,9391017;152;166;9,512844023;17;134,1451411;0,005919;0,070497313
33;Cerveza;Zillertal;Botella 1 lt.;383;137;149;168;165,7520376;184;195;8,756423962;11;167,2068036;-0,0087;0,052828454
34;Champú;Fructis;Envase 350 ml.;515;239;261;343;327,0560738;369;456;25,39666902;38;327,0432374;3,90E-05;0,077652339
35;Champú;Sedal;Envase 350 ml.;181;175;179;227;221,339779;247;255;14,99534243;19;221,3094814;0,000137;0,067748068
36;Champú;Suave;Envase 930 ml.;370;120;124;149;183,0962674;247;276;42,86718947;80;182,826549;0,001475269;0,234123776
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;222;390;390;542;508,6302964;579;579;62,95898134;120;538,4195773;-0,055327;0,123781422
38;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;205;348;379;598;570,7443364;628;639;54,8970713;31;528,539375;0,079852;0,096185048
39;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;178;299;319;349;358,1411258;399;399;22,90035115;30,37;358,1223264;5,20E-05;0,063942255
40;Cocoa;Copacabana;Envase 500 grs.;416;164,9;179;219;219,7638265;259;266;17,83470569;13;201,0984178;0,092817;0,081153964
41;Cocoa;Vascolet;Envase 500 grs.;276;152;161;205;201,688883;236,08;251;12,59140901;10;189,5871098;0,063832;0,062429861
42;Desodorante en aerosol;Axe Musk;Envase 113 grs.;566;135;140;181;172,9052769;199;227;15,03711192;25;172,440506;0,002695;0,08696734
43;Desodorante en aerosol;Dove Original;Envase 100 grs.;373;147;159;218;208,1994638;237;249;21,8943514;33;208,4981313;-0,001432;0,10516046
44;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;230;125;135;195;192,9928986;220;229;12,02734616;0;190,6139881;0,01248;0,062320149
45;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;351;100;103;127;125,5849485;139;156;7,722984191;15;114,5280997;0,096543;0,061496097
46;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;551;97;97;126,42;128,9563331;159;159;11,22168474;9;125,3948284;0,028402;0,08701926
