id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;369;98,9;105;125;$ 124,563;145;160;6,180533483;4;$ 123,797;0,619%;0,049617547
2;Aceite de girasol;Río de la Plata;Envase 900 cc;350;105;115;155;$ 151,608;171;188;11,81376598;15;$ 146,489;3,495%;0,077923135
3;Aceite de girasol;Uruguay;Envase 900 cc;236;95;98;109;$ 110,294;140;149;8,03850808;10;$ 109,730;0,515%;0,072882267
4;Aceite de maíz;Delicia;Envase 900 cc;324;106;110;131;$ 130,227;150;159;8,435221019;11;$ 130,398;-0,131%;0,064773017
5;Aceite de maíz;Río de la Plata;Envase 900 cc;365;109;129;151;$ 151,138;165;172;8,250772605;10,1;$ 149,239;1,272%;0,054590838
7;Aceite de soja;Condesa;Envase 900 cc;325;73;73;99;$ 100,207;115;119;5,960098036;3;$ 99,386;0,826%;0,059477888
8;Aceite de soja;Río de la Plata;Envase 900 cc;359;76;84;105;$ 107,628;130;136;12,26327842;12;$ 107,982;-0,328%;0,11394179
9;Aceite de soja;Salad;Envase 900 cc;95;85,9;85,9;99;$ 97,883;105;105;3,21710879;0;$ 98,047;-0,168%;0,032866911
10;Agua de mesa con gas;Matutina;Envase 2 lt.;298;38;42;49;$ 48,735;57;58;2,386509783;3;$ 48,657;0,160%;0,048969602
11;Agua de mesa con gas;Nativa;Envase 2 lt.;224;46;50;61;$ 60,505;67;69;2,681463871;1,1;$ 60,572;-0,111%;0,044317797
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;467;49;54;63;$ 64,091;68;71;3,028626884;5;$ 63,954;0,214%;0,047255217
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;216;249;265;349;$ 354,756;419;450;21,20547523;10;$ 341,340;3,930%;0,059774854
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;210;285;299;379;$ 357,743;465;480;45,03184318;70;$ 359,632;-0,525%;0,125877523
