id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;367;99;99;118;117,3755722;135;139;5,527623011;7;117,2410268;0,001148;0,04709347
2;Aceite de girasol;Río de la Plata;Envase 900 cc;347;105;114;139,9;135,446911;153;155;9,56881581;15;134,9183041;0,003918;0,068740897
3;Aceite de girasol;Uruguay;Envase 900 cc;231;95;99;105;107,6906148;125;131;5,127858956;5;107,5900886;0,000934;0,047616582
4;Aceite de maíz;Delicia;Envase 900 cc;320;97;105;123;123,2784773;139;149;6,636128942;8,74;122,7347205;0,00443;0,053830394
5;Aceite de maíz;Río de la Plata;Envase 900 cc;362;99;109;142;141,7502371;159;169;6,726405171;4;141,096775;0,004631;0,047452514
7;Aceite de soja;Condesa;Envase 900 cc;243;77,9;79;84;85,09969632;102;106;3,764248892;5;84,96990222;0,001528;0,0442334
8;Aceite de soja;Río de la Plata;Envase 900 cc;358;59;67;89;90,4098467;104;112;6,913790681;5;89,76305843;0,007206;0,076471656
9;Aceite de soja;Salad;Envase 900 cc;105;69;69;86;84,74187025;86;86;2,80775395;2;83,59030283;0,013776;0,033133018
10;Agua de mesa con gas;Matutina;Envase 2 lt.;300;39;40;48;47,784924;52;53;1,866933859;3;47,75473458;0,000632;0,039069516
11;Agua de mesa con gas;Nativa;Envase 2 lt.;215;48,8;50;59;59,12192403;67;68;2,334335092;2;58,66214746;0,007838;0,039483409
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;453;52;54;61;62,01236094;66;69;3,10359966;5;62,41992627;-0,006529;0,049934353
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;219;225;229;279;297,3807247;359;421;40,98370935;90;289,1307574;0,028534;0,137815621
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;213;259;279;345;346,6971994;409;440;36,00548161;50;345,6041178;0,003163;0,103852819
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;328;40;42,9;61;60,42151497;67;67;5,275004293;4;60,05711287;0,006068;0,08730341
16;Arroz blanco;Green Chef;Bolsa 1 kg.;328;41,9;43;54;53,06349677;61;61;3,75816801;3,9;53,00069557;0,001185;0,07082398
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;388;41,9;46;58;57,31902365;63;65;3,757042368;5,1;56,02719313;0,023057;0,065546168
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;222;28;28;36;35,93499316;49;50;4,211167687;3;35,74433358;0,005334;0,117188493
19;Arroz blanco;Pony;Bolsa 1 kg.;26;24;24;36;36,16;52;52;6,78492139;7;36,16;0;0,1876361
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;222;29;33;38;40,32272727;52,5;52,5;6,750630274;5;43,24847347;-0,06765;0,167415022
22;Arvejas en conserva;Cololó;Lata 380 grs.;302;24;24;38;37,49532565;45;45;2,909586932;2;37,53013014;-0,000927;0,077598657
23;Arvejas en conserva;Nidemar;Lata 300 grs.;232;17;17;25;23,45299818;33;34;4,862713998;9,72;22,67751571;0,034196;0,207338693
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;268;38;38;46;44,37355081;54;58;3,823410353;3;44,31965105;0,001216;0,086164174
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;338;38;39;46;46,27592213;52;57;2,104101554;3;46,26780655;0,000175;0,045468603
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;386;114;116;141;142,2161535;159;169;8,01188836;10;141,8909796;0,002292;0,056335994
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;389;101;149;169;168,8124451;189;197;8,493977916;9,1;167,5329341;0,007637;0,050316065
