id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;281;57;60;66;66,66285195;79;85;4,774619867;6;64,58518573;0,032169;0,071623396
2;Aceite de girasol;Río de la Plata;Envase 900 cc;260;29,9;54;68;66,68601087;82,9;84,9;6,406527941;7;65,42925539;0,019208;0,096070043
3;Aceite de girasol;Uruguay;Envase 900 cc;204;45;45;54;54,84598901;67;68;4,81545746;4,54;55,26129732;-0,007515;0,087799628
4;Aceite de maíz;Delicia;Envase 900 cc;280;50;61,5;70,5;72,1706945;82;88;4,709605516;7;70,33281329;0,026131;0,06525648
5;Aceite de maíz;Río de la Plata;Envase 900 cc;261;44,9;62;72;72,15496046;93,5;96,9;6,11459037;7;69,18398465;0,042943;0,084742481
6;Aceite de maíz;Salad;Envase 900 cc;61;39;39;59;52,09911435;65,89;65,89;10,71957302;19;43,96599154;0,184987;0,20575346
7;Aceite de soja;Condesa;Envase 900 cc;214;32;32;42;40,87360729;47;49;3,291992388;5;41,46881243;-0,014353;0,080540784
8;Aceite de soja;Río de la Plata;Envase 900 cc;259;23,9;30,5;41,9;40,5985195;54;54;4,415692501;4;40,87644691;-0,006799;0,108764865
9;Aceite de soja;Salad;Envase 900 cc;98;32;32;38;37,85734168;42;44;2,867051208;5;37,81878607;0,001019;0,07573303
10;Agua de mesa con gas;Matutina;Envase 2 lt.;171;20;24;40;38,26040298;44;44;6,099878455;12;36,74347913;0,041284;0,159430586
11;Agua de mesa con gas;Nativa;Envase 2 lt.;180;32,5;34;47;47,12388773;52;52,5;3,071650275;4,5;47,07996187;0,000933;0,065182446
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;377;39;43;48;49,05198122;52;52;2,172944777;4;48,71342981;0,00695;0,044298818
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;176;159;159;199;200,352739;259,28;275;18,59412657;20;187,7793893;0,066958;0,09280695
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;177;129;163;199;209,7951268;289;330;33,60720157;30;209,4723243;0,001541;0,160190573
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;246;19,9;28;43;42,17806365;47;49;4,938005892;4;40,78048711;0,034271;0,117075216
16;Arroz blanco;Green Chef;Bolsa 1 kg.;248;18,5;23,9;38;37,2265595;42;43;3,366309014;4;37,09320005;0,003595;0,090427616
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;243;29,9;30;42;40,66353728;45;49;3,286547975;2,32;39,92356526;0,018535;0,080822973
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;161;17;17,9;22;22,79733538;30;33;3,416279444;6;23,21371254;-0,017937;0,149854331
19;Arroz blanco;Pony;Bolsa 1 kg.;70;16,7;16,7;31;28,31134328;37;43;5,615878318;9,1;27,92269067;0,013919;0,198361422
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;188;15,5;15,9;23;26,23988395;35,5;35,5;5,418967711;9;23,60821647;0,111473;0,206516451
22;Arvejas en conserva;Cololó;Lata 380 grs.;308;14,5;18,9;32;29,66654858;35;37,79;4,045620921;8;31,41632053;-0,055696;0,136369787
23;Arvejas en conserva;Nidemar;Lata 300 grs.;92;12;12;19;18,21986301;21,06;21,06;2,260490212;1,97;17,20210408;0,059165;0,124067355
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;128;34;34;39;39,3489268;46,9;50;2,727915896;0;39,74177036;-0,009885;0,06932631
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;281;27,9;32;35;35,39432651;45;49;2,485804727;2;35,50289827;-0,003058;0,070231728
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;318;49;99;116;117,2599161;133;140;6,25818123;5;117,8873326;-0,005322;0,053370166
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;427;109;122;145;149,2037807;162;170;9,033105257;16;148,3928118;0,005465;0,060542067
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;146;56;61;112;101,8217633;135;135;21,33533732;42;101,0713568;0,007425;0,209536121
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;178;176;199;279;270,0752003;335;365;30,6736074;50;259,0799015;0,04244;0,113574321
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;170;139,26;166,83;195;196,7415478;250;259;14,30409879;7;187,4564294;0,049532;0,072705023
31;Cerveza;Patricia;Botella 960 ml.;372;87;89;113;116,8462771;143;143;10,0807409;9;118,5107283;-0,014045;0,086273531
32;Cerveza;Pilsen;Botella 960 ml.;374;75;86;100;99,53149007;116;116;6,161734619;7;95,65216147;0,040557;0,061907388
33;Cerveza;Zillertal;Botella 1 lt.;374;95;102;127;123,7613027;137;145;11,42888365;13;123,3577756;0,003271;0,092346181
34;Champú;Fructis;Envase 350 ml.;351;115,95;158;215;211,6618947;242;247;16,81615444;11;210,9153981;0,003539;0,07944819
35;Champú;Sedal;Envase 350 ml.;401;143;151;185;182,707452;215;215;14,27769762;15,5;183,0788622;-0,002029;0,07814513
36;Champú;Suave;Envase 930 ml.;270;99;99;135;137,7065207;175,9;179;22,00994962;24;143,4723251;-0,040188;0,159832298
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;182;261;306;349;343,4215649;384;385;14,29526806;10;342,6413754;0,002277;0,041626006
38;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;160;180;256;299;309,7949699;356;375;23,59537764;36;314,7983952;-0,015894;0,076164496
39;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;157;117;199;252;240,3510137;270;270;21,20289954;23;237,2098245;0,013242;0,088216393
40;Cocoa;Copacabana;Envase 500 grs.;199;102;102;145;140,61591;162;165;14,21231532;17;139,1727691;0,010369;0,101071887
41;Cocoa;Vascolet;Envase 500 grs.;217;80;89;149;135,7478326;163;167;23,46893024;43;132,432092;0,025037;0,172886224
42;Desodorante en aerosol;Axe Musk;Envase 113 grs.;393;83;96;119;124,609873;147;150;11,29704398;19;125,2246301;-0,004909;0,090659301
43;Desodorante en aerosol;Dove Original;Envase 100 grs.;436;113;129;162;160,6390303;176;177;11,09961762;9;162,5211573;-0,011581;0,069096642
44;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;395;78;106;131;130,5474025;150;163;10,17334327;14,1;131,7050813;-0,00879;0,077928347
45;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;307;54,9;65;89;85,5876052;108;110;10,62114288;13;84,79690032;0,009325;0,124096741
46;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;377;51;67;80,25;80,66207512;92;101;4,716061134;6;80,10930004;0,0069;0,058466896
47;Detergente para vajilla;Protergente limón;Envase 1 lt.;241;22;23;41;40,69700906;47;48;3,453114203;2;40,54577357;0,00373;0,084849336
48;Dulce de leche;Conaprole;Envase 1 kg.;275;144;145;164;164,8949307;194;194;10,5363794;8,88;167,410383;-0,015026;0,063897534
49;Dulce de leche;Los Nietitos;Envase 1 kg.;285;109;114,89;142;141,008967;166;166;10,06284548;10;137,6108155;0,024694;0,07136316
50;Dulce de leche;Manjar;Envase 1 kg.;282;74,9;106;128;126,3676791;145,5;146,5;7,516635611;4;125,5296676;0,006676;0,059482264
51;Dulce de membrillo;Los Nietitos;Envase 400 grs.;314;42;44,9;54;53,01603612;60;60;2,988963852;3;52,6506765;0,006939;0,056378486
52;Fideos secos al huevo;Adria;Paquete 500 grs.;5;47;47;51;51,28571429;55;55;2,342160175;2;51,36507937;-0,001545;0,045668861
53;Fideos secos al huevo;Cololó;Paquete 500 grs.;300;24;24;52;50,23747049;57;57;5,437338176;2,1;49,86644514;0,00744;0,108232722
54;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;324;21,9;33;48;46,17902636;55;66;4,730558184;4;45,25819914;0,020346;0,102439539
55;Fideos secos semolados;Adria;Paquete 500 grs.;2;38;38;46,5;46,5;55;55;8,57173123;17;46,5;0;0,184338306
56;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;192;17,5;18;38;36,34290631;43;44;4,097891183;2;35,91437423;0,011932;0,112756287
57;Fideos secos semolados;Puritas;Paquete 500 grs.;4;20;20;24;23,725;26,9;26,9;2,565486833;3,225;23,725;0;0,108134324
