id.presentacion;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.
42;Cuidado personal;Desodorante en aerosol;Axe Musk;Envase 113 grs.;628;146;159;194;190,474;231,0;243,0;13,52308688;7,1;188,874;0,0085;0,071
43;Cuidado personal;Desodorante en aerosol;Dove Original;Envase 100 grs.;676;169;199;236;237,621;287,0;301,0;15,00326384;14,1;236,368;0,0053;0,0631
44;Cuidado personal;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;561;149;159;209;204,502;229,9;257,0;18,05251125;29;208,249;-0,018;0,0883
351;Cuidado personal;Gasa estéril;Sin Marca;40 unidades;177;63;65;87;86,318;87,0;87,0;2,684620403;0;86,318;0;0,0311
339;Cuidado personal;Jabón de glicerina;Ann Bow;140 grs.;418;58;60;82;79,118;100,0;103,0;8,952595002;9,1;79,267;-0,0019;0,1132
88;Cuidado personal;Jabón de tocador;Astral plata;Unidad 125 grs.;677;37;39;49;49,15;77,2;77,2;6,96277047;10;52,24;-0,0592;0,1417
89;Cuidado personal;Jabón de tocador;Palmolive;Unidad 125 grs.;265;24;24;36;35,633;51,0;51,0;8,259792473;9,1;35,986;-0,0098;0,2318
90;Cuidado personal;Jabón de tocador;Rexona;Unidad 125 grs.;394;39;41;64,9;61,77;73,0;73,0;8,781256939;17;60,048;0,0287;0,1422
324;Cuidado personal;Jabón de tocador;Neutrogena;80 grs.;308;110;124;155;151,715;170,5;170,5;8,607694346;14;152,383;-0,0044;0,0567
338;Cuidado personal;Jabón de tocador;Dove;90 grs.;675;55;57;75;75,065;93,0;98,0;6,833507839;4;75,534;-0,0062;0,091
327;Cuidado personal;Pañales;Babysec;48 unidades;513;789;884;1149;1137,979;1440,0;1541,0;116,2530875;100;1089,979;0,044;0,1022
328;Cuidado personal;Pañales;Huggies;40 unidades;482;312,14;499,9;661;654,5;807,3;807,3;47,71688429;37;654,432;0,0001;0,0729
326;Cuidado personal;Pañales adultos;Readysec;24 unidades;341;525;639;796;790,633;872,0;925,0;74,05937468;148;780,19;0,0134;0,0937
122;Cuidado personal;Papel higiénico hoja simple;Elite;4 rollos de 30 mts.;282;72;75;105;104,749;142,9;147,0;12,49506493;16;104,737;0,0001;0,1193
123;Cuidado personal;Papel higiénico hoja simple;Higienol Export;4 rollos de 30 mts.;242;46;46;58;59,463;75,0;80,0;9,541942223;20;59,463;0;0,1605
124;Cuidado personal;Papel higiénico hoja simple;Sin Fin;4 rollos de 50 mts.;419;99;99;136;136,094;160,0;164,0;16,5265786;30;128,037;0,0629;0,1214
125;Cuidado personal;Pasta dental;Colgate Herbal Blanqueador;90 grs.;596;49;49;73;73,889;94,0;94,0;10,76890974;8;76,57;-0,035;0,1457
126;Cuidado personal;Pasta dental;Kolynos Triple acción;90 grs.;572;30;33;41;41,344;49,0;65,0;3,038860477;2;40,925;0,0102;0,0735
127;Cuidado personal;Pasta dental;Pico Jenner Plus;90 grs.;192;30;31;59;55,81;69,9;75,0;6,428344059;5;55,817;-0,0001;0,1152
340;Cuidado personal;Perfume;Délice;50 ml.;259;529;539;597;632,23;733,0;733,0;54,78778628;31,33;628,395;0,0061;0,0867
341;Cuidado personal;Perfume;Casapueblo;100 ml.;217;442;442;562;572,331;644,2;682,0;47,90526536;17;620,523;-0,0777;0,0837
352;Cuidado personal;Protector solar SPF 20;Dermaglós;250 ml.;236;849;849;1311;1276,407;1383,0;1383,0;133,0663679;0;1276,407;0;0,1043
354;Cuidado personal;Protector solar SPF 30;Hawaiian Tropic;180 ml.;262;889;951,3;1055;1080,594;1296,0;1361,0;60,8701596;52;1080,576;0;0,0563
353;Cuidado personal;Protector solar SPF 40;Dermaglós;250 ml.;226;949;949;1500;1474,511;1584,0;1584,0;154,5285292;0;1474,64;-0,0001;0,1048
355;Cuidado personal;Protector solar SPF 50;Eucerin;150 ml;38;1486;1486;2580;2126,789;2580,0;2580,0;454,6300413;896;2077,053;0,0239;0,2138
356;Cuidado personal;Protector solar SPF 60;Soundown;120 ml.;492;549;590;804;777,628;1025,4;1025,4;81,46179876;109;790,032;-0,0157;0,1048
357;Cuidado personal;Protector solar SPF 80;Hawaiian Tropic;240 ml.;394;879;942;1055;1069,991;1295,0;1323,0;50,80637956;51;1070,26;-0,0003;0,0475
310;Cuidado personal;Repelente aerosol;Off!;170 cm3;622;269,9;279;349;362,43;428,3;434,0;37,41624875;59;359,605;0,0079;0,1032
314;Cuidado personal;Repelente aerosol;Júpiter;165 cm3;462;73;73;145;144,129;168,0;189,0;25,91948618;31;141,625;0,0177;0,1798
315;Cuidado personal;Repelente aerosol;Off! LD;170 cm3;612;339,9;389;485;472,556;545,0;559,0;50,26097941;98;468,815;0,008;0,1064
308;Cuidado personal;Repelente crema;Off!;200 grs.;414;335;374;473;489,966;580,0;583,0;45,19508264;57;488,8;0,0024;0,0922
312;Cuidado personal;Repelente crema;Off!;90 grs.;451;256,9;289;368;379,142;467,0;494,0;32,73912252;31;377,711;0,0038;0,0864
313;Cuidado personal;Repelente crema;Júpiter;80 grs.;277;96;96;200;166,728;200,0;200,0;40,51609703;67;166,698;0,0002;0,243
309;Cuidado personal;Repelente spray;Off!;177 cm3;411;379,9;442;554;558,849;740,0;740,0;60,28369751;19;558,313;0,001;0,1079
335;Cuidado personal;Talco;Xanapie;180 grs.;289;82,9;87,9;108;107,837;140,0;140,0;8,680060058;3;106,171;0,0157;0,0805
336;Cuidado personal;Talco;Xanapie;175 ml.;216;115;126,9;207;196,234;229,0;229,0;23,99608288;28;196,138;0,0005;0,1223
337;Cuidado personal;Talco;J&J;200 grs.;436;224;295;418;406,964;479,3;490,0;42,25637587;40;404,731;0,0055;0,1038
342;Cuidado personal;Tinta;Excellence;1 unidad;401;475,9;499;727;708,737;848,0;890,0;77,36340433;33;732,446;-0,0324;0,1092
343;Cuidado personal;Tinta;Issue;1 unidad;306;115;125;201;194,427;231,0;231,0;16,40637298;10;194,151;0,0014;0,0844
344;Cuidado personal;Tinta;Garnier;1 unidad;606;199;199;317;291,172;366,0;429,0;50,55630491;79;299,938;-0,0292;0,1736
332;Cuidado personal;Toallitas femeninas;Ladysoft;16 unidades;591;110;123,39;142;152,273;204,0;207,0;19,93320124;19;149,13;0,0211;0,1309
333;Cuidado personal;Toallitas femeninas;Siempre Libre;8 unidades;397;96,9;99;139,9;140,475;166,0;166,0;13,63869354;14;138,183;0,0166;0,0971
